Data,Hora,Frequência Cardíaca,Origem
2025.08.09 10:14:00,10:14:00,90,
2025.08.09 10:15:00,10:15:00,98,
2025.08.09 10:16:00,10:16:00,111,
2025.08.09 10:17:00,10:17:00,113,
2025.08.09 10:18:00,10:18:00,110,
2025.08.09 10:19:00,10:19:00,106,
2025.08.09 10:20:00,10:20:00,107,
2025.08.09 10:21:00,10:21:00,108,
2025.08.09 10:22:00,10:22:00,102,
2025.08.09 10:23:00,10:23:00,96,
2025.08.09 10:26:00,10:26:00,114,
2025.08.09 10:27:00,10:27:00,111,
2025.08.09 10:28:00,10:28:00,107,
2025.08.09 10:29:00,10:29:00,102,
2025.08.09 10:30:00,10:30:00,101,
2025.08.09 10:31:00,10:31:00,102,
2025.08.09 10:32:00,10:32:00,107,
2025.08.09 10:33:00,10:33:00,99,
2025.08.09 10:34:00,10:34:00,108,
2025.08.09 10:35:00,10:35:00,108,
2025.08.09 10:36:00,10:36:00,105,
2025.08.09 10:38:00,10:38:00,122,
2025.08.09 10:39:00,10:39:00,118,
2025.08.09 10:40:00,10:40:00,116,
2025.08.09 10:41:00,10:41:00,117,
2025.08.09 10:42:00,10:42:00,116,
2025.08.09 10:43:00,10:43:00,118,
2025.08.09 10:44:00,10:44:00,119,
2025.08.09 10:45:00,10:45:00,119,
2025.08.09 10:46:00,10:46:00,114,
2025.08.09 10:47:00,10:47:00,120,
2025.08.09 10:53:00,10:53:00,110,
2025.08.09 10:54:00,10:54:00,104,
2025.08.09 10:55:00,10:55:00,100,
2025.08.09 10:56:00,10:56:00,104,
2025.08.09 10:57:00,10:57:00,104,
2025.08.09 10:58:00,10:58:00,105,
2025.08.09 10:59:00,10:59:00,106,
2025.08.09 11:00:00,11:00:00,106,
2025.08.09 11:01:00,11:01:00,111,
2025.08.09 11:02:00,11:02:00,105,
2025.08.09 11:03:00,11:03:00,102,
2025.08.09 11:04:00,11:04:00,104,
2025.08.09 11:05:00,11:05:00,104,
2025.08.09 11:06:00,11:06:00,117,
2025.08.09 11:09:00,11:09:00,126,
2025.08.09 11:10:00,11:10:00,125,
2025.08.09 11:11:00,11:11:00,132,
2025.08.09 11:12:00,11:12:00,126,
2025.08.09 11:14:00,11:14:00,123,
2025.08.09 11:15:00,11:15:00,126,
2025.08.09 11:16:00,11:16:00,131,
2025.08.09 11:17:00,11:17:00,123,
2025.08.09 11:18:00,11:18:00,124,
2025.08.09 11:19:00,11:19:00,100,
2025.08.09 11:25:00,11:25:00,104,
2025.08.09 11:27:00,11:27:00,114,
2025.08.09 11:28:00,11:28:00,119,
2025.08.09 11:29:00,11:29:00,123,
2025.08.09 11:38:00,11:38:00,123,
2025.08.09 11:39:00,11:39:00,119,
2025.08.09 11:40:00,11:40:00,113,
2025.08.09 11:48:00,11:48:00,118,
2025.08.09 11:54:00,11:54:00,124,
2025.08.09 11:56:00,11:56:00,95,
2025.08.09 12:12:00,12:12:00,125,
2025.08.09 12:13:00,12:13:00,119,
2025.08.09 12:14:00,12:14:00,92,
2025.08.09 12:15:00,12:15:00,81,
2025.08.09 12:16:00,12:16:00,91,
2025.08.09 12:19:00,12:19:00,105,
2025.08.09 12:20:00,12:20:00,113,
2025.08.09 12:21:00,12:21:00,120,
2025.08.09 12:22:00,12:22:00,121,
2025.08.09 12:23:00,12:23:00,119,
2025.08.09 12:24:00,12:24:00,106,
2025.08.09 12:25:00,12:25:00,107,
2025.08.09 12:26:00,12:26:00,87,
2025.08.09 12:27:00,12:27:00,92,
2025.08.09 12:29:00,12:29:00,119,
2025.08.09 12:30:00,12:30:00,105,
2025.08.09 12:31:00,12:31:00,103,
2025.08.09 12:32:00,12:32:00,93,
2025.08.09 12:33:00,12:33:00,102,
2025.08.09 12:34:00,12:34:00,101,
2025.08.09 12:35:00,12:35:00,100,
2025.08.09 12:36:00,12:36:00,104,
2025.08.09 12:40:00,12:40:00,101,
2025.08.09 12:41:00,12:41:00,103,
2025.08.09 12:42:00,12:42:00,106,
2025.08.09 12:43:00,12:43:00,103,
2025.08.09 12:44:00,12:44:00,103,
2025.08.09 12:45:00,12:45:00,102,
2025.08.09 12:46:00,12:46:00,101,
2025.08.09 12:47:00,12:47:00,104,
2025.08.09 12:48:00,12:48:00,105,
2025.08.09 12:49:00,12:49:00,103,
2025.08.09 12:50:00,12:50:00,102,
2025.08.09 12:51:00,12:51:00,101,
2025.08.09 12:52:00,12:52:00,104,
2025.08.09 12:53:00,12:53:00,102,
2025.08.09 12:56:00,12:56:00,104,
2025.08.09 12:57:00,12:57:00,104,
2025.08.09 12:58:00,12:58:00,108,
2025.08.09 12:59:00,12:59:00,109,
2025.08.09 13:00:00,13:00:00,108,
2025.08.09 13:01:00,13:01:00,109,
2025.08.09 13:02:00,13:02:00,108,
2025.08.09 13:03:00,13:03:00,112,
2025.08.09 13:04:00,13:04:00,107,
2025.08.09 13:05:00,13:05:00,107,
2025.08.09 13:06:00,13:06:00,105,
2025.08.09 13:07:00,13:07:00,104,
2025.08.09 13:08:00,13:08:00,104,
2025.08.09 13:09:00,13:09:00,102,
2025.08.09 13:10:00,13:10:00,97,
2025.08.09 13:11:00,13:11:00,101,
2025.08.09 13:12:00,13:12:00,98,
2025.08.09 13:13:00,13:13:00,99,
2025.08.09 13:14:00,13:14:00,99,
2025.08.09 13:15:00,13:15:00,103,
2025.08.09 13:16:00,13:16:00,100,
2025.08.09 13:17:00,13:17:00,100,
2025.08.09 13:18:00,13:18:00,99,
2025.08.09 13:19:00,13:19:00,100,
2025.08.09 13:20:00,13:20:00,102,
2025.08.09 13:21:00,13:21:00,102,
2025.08.09 13:22:00,13:22:00,99,
2025.08.09 13:23:00,13:23:00,100,
2025.08.09 13:24:00,13:24:00,100,
2025.08.09 13:25:00,13:25:00,103,
2025.08.09 13:26:00,13:26:00,102,
2025.08.09 13:27:00,13:27:00,101,
2025.08.09 13:28:00,13:28:00,101,
2025.08.09 13:29:00,13:29:00,101,
2025.08.09 13:30:00,13:30:00,103,
2025.08.09 13:31:00,13:31:00,99,
2025.08.09 13:32:00,13:32:00,100,
2025.08.09 13:33:00,13:33:00,101,
2025.08.09 13:34:00,13:34:00,102,
2025.08.09 13:35:00,13:35:00,102,
2025.08.09 13:36:00,13:36:00,101,
2025.08.09 13:37:00,13:37:00,103,
2025.08.09 13:38:00,13:38:00,99,
2025.08.09 13:39:00,13:39:00,101,
2025.08.09 13:40:00,13:40:00,100,
2025.08.09 13:42:00,13:42:00,89,
2025.08.09 13:43:00,13:43:00,93,
2025.08.09 13:44:00,13:44:00,100,
2025.08.09 13:45:00,13:45:00,101,
2025.08.09 13:46:00,13:46:00,101,
2025.08.09 13:47:00,13:47:00,99,
2025.08.09 13:48:00,13:48:00,98,
2025.08.09 13:49:00,13:49:00,98,
2025.08.09 13:50:00,13:50:00,102,
2025.08.09 13:51:00,13:51:00,102,
2025.08.09 13:52:00,13:52:00,99,
2025.08.09 13:53:00,13:53:00,98,
2025.08.09 13:54:00,13:54:00,97,
2025.08.09 13:55:00,13:55:00,98,
2025.08.09 13:56:00,13:56:00,97,
2025.08.09 13:57:00,13:57:00,95,
2025.08.09 13:58:00,13:58:00,97,
2025.08.09 13:59:00,13:59:00,96,
2025.08.09 14:00:00,14:00:00,94,
