Data,Hora,Frequência Cardíaca,Origem
2025.06.25 00:00:00,00:00:00,88,
2025.06.25 00:01:00,00:01:00,88,
2025.06.25 00:02:00,00:02:00,87,
2025.06.25 00:03:00,00:03:00,88,
2025.06.25 00:04:00,00:04:00,88,
2025.06.25 00:05:00,00:05:00,88,
2025.06.25 00:06:00,00:06:00,87,
2025.06.25 00:07:00,00:07:00,88,
2025.06.25 00:08:00,00:08:00,82,
2025.06.25 00:09:00,00:09:00,83,
2025.06.25 00:10:00,00:10:00,84,
2025.06.25 00:11:00,00:11:00,86,
2025.06.25 00:12:00,00:12:00,86,
2025.06.25 00:13:00,00:13:00,81,
2025.06.25 00:14:00,00:14:00,77,
2025.06.25 00:15:00,00:15:00,89,
2025.06.25 00:16:00,00:16:00,84,
2025.06.25 00:17:00,00:17:00,86,
2025.06.25 00:18:00,00:18:00,86,
2025.06.25 00:19:00,00:19:00,85,
2025.06.25 00:20:00,00:20:00,85,
2025.06.25 00:21:00,00:21:00,84,
2025.06.25 00:22:00,00:22:00,85,
2025.06.25 00:23:00,00:23:00,83,
2025.06.25 00:24:00,00:24:00,83,
2025.06.25 00:25:00,00:25:00,82,
2025.06.25 00:26:00,00:26:00,85,
2025.06.25 00:27:00,00:27:00,85,
2025.06.25 00:28:00,00:28:00,82,
2025.06.25 00:29:00,00:29:00,80,
2025.06.25 00:30:00,00:30:00,78,
2025.06.25 00:31:00,00:31:00,80,
2025.06.25 00:32:00,00:32:00,84,
2025.06.25 00:33:00,00:33:00,85,
2025.06.25 00:34:00,00:34:00,80,
2025.06.25 00:35:00,00:35:00,83,
2025.06.25 00:50:00,00:50:00,88,
2025.06.25 00:51:00,00:51:00,87,
2025.06.25 00:52:00,00:52:00,87,
2025.06.25 00:53:00,00:53:00,87,
2025.06.25 00:54:00,00:54:00,86,
2025.06.25 00:55:00,00:55:00,86,
2025.06.25 00:56:00,00:56:00,86,
2025.06.25 00:57:00,00:57:00,86,
2025.06.25 00:58:00,00:58:00,84,
2025.06.25 00:59:00,00:59:00,86,
2025.06.25 01:00:00,01:00:00,85,
2025.06.25 01:01:00,01:01:00,88,
2025.06.25 01:02:00,01:02:00,84,
2025.06.25 01:03:00,01:03:00,85,
2025.06.25 01:04:00,01:04:00,86,
2025.06.25 01:05:00,01:05:00,88,
2025.06.25 01:06:00,01:06:00,87,
2025.06.25 01:07:00,01:07:00,87,
2025.06.25 01:08:00,01:08:00,87,
2025.06.25 01:09:00,01:09:00,86,
2025.06.25 01:10:00,01:10:00,87,
2025.06.25 01:11:00,01:11:00,88,
2025.06.25 01:12:00,01:12:00,87,
2025.06.25 01:13:00,01:13:00,86,
2025.06.25 01:14:00,01:14:00,85,
2025.06.25 01:15:00,01:15:00,87,
2025.06.25 01:16:00,01:16:00,87,
2025.06.25 01:17:00,01:17:00,88,
2025.06.25 01:18:00,01:18:00,88,
2025.06.25 01:19:00,01:19:00,88,
2025.06.25 01:20:00,01:20:00,88,
2025.06.25 01:21:00,01:21:00,86,
2025.06.25 01:22:00,01:22:00,87,
2025.06.25 01:23:00,01:23:00,89,
2025.06.25 01:24:00,01:24:00,88,
2025.06.25 01:25:00,01:25:00,88,
2025.06.25 01:26:00,01:26:00,87,
2025.06.25 01:27:00,01:27:00,86,
2025.06.25 01:28:00,01:28:00,88,
2025.06.25 01:29:00,01:29:00,89,
2025.06.25 01:30:00,01:30:00,87,
2025.06.25 01:31:00,01:31:00,88,
2025.06.25 01:32:00,01:32:00,88,
2025.06.25 01:33:00,01:33:00,89,
2025.06.25 01:34:00,01:34:00,88,
2025.06.25 01:35:00,01:35:00,88,
2025.06.25 01:36:00,01:36:00,88,
2025.06.25 01:37:00,01:37:00,91,
2025.06.25 01:38:00,01:38:00,85,
2025.06.25 01:39:00,01:39:00,87,
2025.06.25 01:40:00,01:40:00,87,
2025.06.25 01:41:00,01:41:00,87,
2025.06.25 01:42:00,01:42:00,86,
2025.06.25 01:43:00,01:43:00,86,
2025.06.25 01:44:00,01:44:00,85,
2025.06.25 01:45:00,01:45:00,87,
2025.06.25 01:46:00,01:46:00,87,
2025.06.25 01:47:00,01:47:00,87,
2025.06.25 01:48:00,01:48:00,83,
2025.06.25 01:49:00,01:49:00,83,
